"","municipio","seccion","casilla","tipo_casilla","padron_electoral","listado_nominal","clasificacion","estrato"
"2752","4. TIJUANA","02_1147","URBANA","B1",732,731,"indefinidos","4. TIJUANA URBANA indefinidos"
"2753","4. TIJUANA","02_1147","URBANA","C1",732,731,"indefinidos","4. TIJUANA URBANA indefinidos"
"2754","4. TIJUANA","02_1147","URBANA","C2",731,731,"indefinidos","4. TIJUANA URBANA indefinidos"
"2755","4. TIJUANA","02_1148","URBANA","B1",557,556,"panistas","4. TIJUANA URBANA panistas"
"2756","4. TIJUANA","02_1149","URBANA","B1",556,556,"indefinidos","4. TIJUANA URBANA indefinidos"
"2757","4. TIJUANA","02_1149","URBANA","C1",556,556,"indefinidos","4. TIJUANA URBANA indefinidos"
"2758","4. TIJUANA","02_1149","URBANA","C2",555,555,"indefinidos","4. TIJUANA URBANA indefinidos"
"2759","4. TIJUANA","02_1149","URBANA","E1",711,711,"indefinidos","4. TIJUANA URBANA indefinidos"
"2760","4. TIJUANA","02_1149","URBANA","E1C1",711,710,"indefinidos","4. TIJUANA URBANA indefinidos"
"2761","4. TIJUANA","02_1151","URBANA","B1",709,708,"indefinidos","4. TIJUANA URBANA indefinidos"
"2762","4. TIJUANA","02_1151","URBANA","C1",709,708,"indefinidos","4. TIJUANA URBANA indefinidos"
"2763","4. TIJUANA","02_1151","URBANA","C2",709,708,"indefinidos","4. TIJUANA URBANA indefinidos"
"2764","4. TIJUANA","02_1151","URBANA","C3",709,708,"indefinidos","4. TIJUANA URBANA indefinidos"
"2765","4. TIJUANA","02_1151","URBANA","C4",709,708,"indefinidos","4. TIJUANA URBANA indefinidos"
"2766","4. TIJUANA","02_1151","URBANA","C5",708,707,"indefinidos","4. TIJUANA URBANA indefinidos"
"2767","4. TIJUANA","02_1155","URBANA","B1",707,706,"indefinidos","4. TIJUANA URBANA indefinidos"
"2768","4. TIJUANA","02_1155","URBANA","C1",707,706,"indefinidos","4. TIJUANA URBANA indefinidos"
"2769","4. TIJUANA","02_1155","URBANA","C2",707,706,"indefinidos","4. TIJUANA URBANA indefinidos"
"2770","4. TIJUANA","02_1155","URBANA","E1",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"2771","4. TIJUANA","02_1155","URBANA","E1C1",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"2772","4. TIJUANA","02_1155","URBANA","E1C2",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"2773","4. TIJUANA","02_1160","URBANA","B1",731,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"2774","4. TIJUANA","02_1160","URBANA","C1",730,729,"indefinidos","4. TIJUANA URBANA indefinidos"
"2775","4. TIJUANA","02_1161","URBANA","B1",525,525,"indefinidos","4. TIJUANA URBANA indefinidos"
"2776","4. TIJUANA","02_1162","URBANA","B1",665,665,"indefinidos","4. TIJUANA URBANA indefinidos"
"2777","4. TIJUANA","02_1162","URBANA","C1",665,665,"indefinidos","4. TIJUANA URBANA indefinidos"
"2778","4. TIJUANA","02_1162","URBANA","C2",664,664,"indefinidos","4. TIJUANA URBANA indefinidos"
"2779","4. TIJUANA","02_1164","URBANA","B1",678,677,"indefinidos","4. TIJUANA URBANA indefinidos"
"2780","4. TIJUANA","02_1164","URBANA","C1",677,677,"indefinidos","4. TIJUANA URBANA indefinidos"
"2781","4. TIJUANA","02_1164","URBANA","C2",677,677,"indefinidos","4. TIJUANA URBANA indefinidos"
"2782","4. TIJUANA","02_1164","URBANA","C3",677,677,"indefinidos","4. TIJUANA URBANA indefinidos"
"2783","4. TIJUANA","02_1165","URBANA","B1",498,498,"morenistas","4. TIJUANA URBANA morenistas"
"2784","4. TIJUANA","02_1165","URBANA","C1",498,498,"morenistas","4. TIJUANA URBANA morenistas"
"2785","4. TIJUANA","02_1166","URBANA","B1",714,713,"morenistas","4. TIJUANA URBANA morenistas"
"2786","4. TIJUANA","02_1166","URBANA","C1",714,712,"morenistas","4. TIJUANA URBANA morenistas"
"2787","4. TIJUANA","02_1166","URBANA","C2",713,712,"morenistas","4. TIJUANA URBANA morenistas"
"2788","4. TIJUANA","02_1167","URBANA","B1",673,672,"morenistas","4. TIJUANA URBANA morenistas"
"2789","4. TIJUANA","02_1167","URBANA","C1",673,672,"morenistas","4. TIJUANA URBANA morenistas"
"2790","4. TIJUANA","02_1167","URBANA","C2",673,672,"morenistas","4. TIJUANA URBANA morenistas"
"2791","4. TIJUANA","02_1168","URBANA","B1",722,721,"morenistas","4. TIJUANA URBANA morenistas"
"2792","4. TIJUANA","02_1168","URBANA","C1",721,721,"morenistas","4. TIJUANA URBANA morenistas"
"2793","4. TIJUANA","02_1168","URBANA","C2",721,721,"morenistas","4. TIJUANA URBANA morenistas"
"2794","4. TIJUANA","02_1168","URBANA","C3",721,720,"morenistas","4. TIJUANA URBANA morenistas"
"2795","4. TIJUANA","02_1202","URBANA","B1",743,742,"morenistas","4. TIJUANA URBANA morenistas"
"2796","4. TIJUANA","02_1202","URBANA","C1",742,742,"morenistas","4. TIJUANA URBANA morenistas"
"2797","4. TIJUANA","02_1202","URBANA","C2",742,741,"morenistas","4. TIJUANA URBANA morenistas"
"2798","4. TIJUANA","02_1202","URBANA","C3",742,741,"morenistas","4. TIJUANA URBANA morenistas"
"2799","4. TIJUANA","02_1203","URBANA","B1",655,655,"morenistas","4. TIJUANA URBANA morenistas"
"2800","4. TIJUANA","02_1203","URBANA","C1",655,654,"morenistas","4. TIJUANA URBANA morenistas"
"2801","4. TIJUANA","02_1203","URBANA","C2",654,654,"morenistas","4. TIJUANA URBANA morenistas"
"2802","4. TIJUANA","02_1203","URBANA","C3",654,654,"morenistas","4. TIJUANA URBANA morenistas"
"2803","4. TIJUANA","02_1299","URBANA","B1",738,737,"panistas","4. TIJUANA URBANA panistas"
"2804","4. TIJUANA","02_1300","URBANA","B1",633,632,"panistas","4. TIJUANA URBANA panistas"
"2805","4. TIJUANA","02_1300","URBANA","C1",633,632,"panistas","4. TIJUANA URBANA panistas"
"2806","4. TIJUANA","02_1300","URBANA","C2",632,632,"panistas","4. TIJUANA URBANA panistas"
"2807","4. TIJUANA","02_1300","URBANA","C3",632,632,"panistas","4. TIJUANA URBANA panistas"
"2808","4. TIJUANA","02_1300","URBANA","C4",632,631,"panistas","4. TIJUANA URBANA panistas"
"2809","4. TIJUANA","02_1300","URBANA","C5",632,631,"panistas","4. TIJUANA URBANA panistas"
"2810","4. TIJUANA","02_1301","URBANA","B1",465,465,"indefinidos","4. TIJUANA URBANA indefinidos"
"2811","4. TIJUANA","02_1301","URBANA","C1",465,464,"indefinidos","4. TIJUANA URBANA indefinidos"
"2812","4. TIJUANA","02_1302","URBANA","B1",694,693,"morenistas","4. TIJUANA URBANA morenistas"
"2813","4. TIJUANA","02_1302","URBANA","C1",693,693,"morenistas","4. TIJUANA URBANA morenistas"
"2814","4. TIJUANA","02_1302","URBANA","C2",693,692,"morenistas","4. TIJUANA URBANA morenistas"
"2815","4. TIJUANA","02_1302","URBANA","C3",693,692,"morenistas","4. TIJUANA URBANA morenistas"
"2816","4. TIJUANA","02_1302","URBANA","C4",693,692,"morenistas","4. TIJUANA URBANA morenistas"
"2817","4. TIJUANA","02_1303","URBANA","B1",569,568,"morenistas","4. TIJUANA URBANA morenistas"
"2818","4. TIJUANA","02_1303","URBANA","C1",568,568,"morenistas","4. TIJUANA URBANA morenistas"
"2819","4. TIJUANA","02_1304","URBANA","B1",619,619,"panistas","4. TIJUANA URBANA panistas"
"2820","4. TIJUANA","02_1304","URBANA","C1",619,619,"panistas","4. TIJUANA URBANA panistas"
"2821","4. TIJUANA","02_1305","URBANA","B1",520,519,"morenistas","4. TIJUANA URBANA morenistas"
"2822","4. TIJUANA","02_1305","URBANA","C1",519,519,"morenistas","4. TIJUANA URBANA morenistas"
"2823","4. TIJUANA","02_1306","URBANA","B1",672,672,"indefinidos","4. TIJUANA URBANA indefinidos"
"2824","4. TIJUANA","02_1307","URBANA","B1",425,425,"panistas","4. TIJUANA URBANA panistas"
"2825","4. TIJUANA","02_1307","URBANA","C1",424,424,"panistas","4. TIJUANA URBANA panistas"
"2826","4. TIJUANA","02_1308","URBANA","B1",529,529,"indefinidos","4. TIJUANA URBANA indefinidos"
"2827","4. TIJUANA","02_1308","URBANA","C1",529,528,"indefinidos","4. TIJUANA URBANA indefinidos"
"2828","4. TIJUANA","02_1309","URBANA","B1",730,729,"morenistas","4. TIJUANA URBANA morenistas"
"2829","4. TIJUANA","02_1309","URBANA","C1",729,729,"morenistas","4. TIJUANA URBANA morenistas"
"2830","4. TIJUANA","02_1310","URBANA","B1",608,607,"morenistas","4. TIJUANA URBANA morenistas"
"2831","4. TIJUANA","02_1310","URBANA","C1",607,606,"morenistas","4. TIJUANA URBANA morenistas"
"2832","4. TIJUANA","02_1311","URBANA","B1",675,673,"indefinidos","4. TIJUANA URBANA indefinidos"
"2833","4. TIJUANA","02_1311","URBANA","C1",674,672,"indefinidos","4. TIJUANA URBANA indefinidos"
"2834","4. TIJUANA","02_1312","URBANA","B1",553,552,"panistas","4. TIJUANA URBANA panistas"
"2835","4. TIJUANA","02_1312","URBANA","C1",552,552,"panistas","4. TIJUANA URBANA panistas"
"2836","4. TIJUANA","02_1313","URBANA","B1",484,483,"indefinidos","4. TIJUANA URBANA indefinidos"
"2837","4. TIJUANA","02_1313","URBANA","C1",483,483,"indefinidos","4. TIJUANA URBANA indefinidos"
"2838","4. TIJUANA","02_1314","URBANA","B1",580,580,"indefinidos","4. TIJUANA URBANA indefinidos"
"2839","4. TIJUANA","02_1314","URBANA","C1",579,579,"indefinidos","4. TIJUANA URBANA indefinidos"
"2840","4. TIJUANA","02_1315","URBANA","B1",408,408,"panistas","4. TIJUANA URBANA panistas"
"2841","4. TIJUANA","02_1315","URBANA","C1",408,408,"panistas","4. TIJUANA URBANA panistas"
"2842","4. TIJUANA","02_1316","URBANA","B1",455,455,"morenistas","4. TIJUANA URBANA morenistas"
"2843","4. TIJUANA","02_1316","URBANA","C1",454,454,"morenistas","4. TIJUANA URBANA morenistas"
"2844","4. TIJUANA","02_1317","URBANA","B1",607,606,"morenistas","4. TIJUANA URBANA morenistas"
"2845","4. TIJUANA","02_1317","URBANA","C1",606,605,"morenistas","4. TIJUANA URBANA morenistas"
"2846","4. TIJUANA","02_1318","URBANA","B1",731,730,"panistas","4. TIJUANA URBANA panistas"
"2847","4. TIJUANA","02_1318","URBANA","C1",731,730,"panistas","4. TIJUANA URBANA panistas"
"2848","4. TIJUANA","02_1318","URBANA","C2",730,730,"panistas","4. TIJUANA URBANA panistas"
"2849","4. TIJUANA","02_1319","URBANA","B1",745,745,"indefinidos","4. TIJUANA URBANA indefinidos"
"2850","4. TIJUANA","02_1319","URBANA","C1",745,744,"indefinidos","4. TIJUANA URBANA indefinidos"
"2851","4. TIJUANA","02_1319","URBANA","C2",745,744,"indefinidos","4. TIJUANA URBANA indefinidos"
"2852","4. TIJUANA","02_1320","URBANA","B1",651,651,"panistas","4. TIJUANA URBANA panistas"
"2853","4. TIJUANA","02_1320","URBANA","C1",650,650,"panistas","4. TIJUANA URBANA panistas"
"2854","4. TIJUANA","02_1320","URBANA","C2",650,650,"panistas","4. TIJUANA URBANA panistas"
"2855","4. TIJUANA","02_1321","URBANA","B1",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2856","4. TIJUANA","02_1321","URBANA","C1",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2857","4. TIJUANA","02_1321","URBANA","C2",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2858","4. TIJUANA","02_1321","URBANA","C3",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2859","4. TIJUANA","02_1321","URBANA","C4",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2860","4. TIJUANA","02_1321","URBANA","C5",678,678,"indefinidos","4. TIJUANA URBANA indefinidos"
"2861","4. TIJUANA","02_1321","URBANA","C6",678,677,"indefinidos","4. TIJUANA URBANA indefinidos"
"2862","4. TIJUANA","02_1322","URBANA","B1",602,602,"indefinidos","4. TIJUANA URBANA indefinidos"
"2863","4. TIJUANA","02_1322","URBANA","C1",602,601,"indefinidos","4. TIJUANA URBANA indefinidos"
"2864","4. TIJUANA","02_1323","URBANA","B1",410,409,"indefinidos","4. TIJUANA URBANA indefinidos"
"2865","4. TIJUANA","02_1323","URBANA","C1",409,409,"indefinidos","4. TIJUANA URBANA indefinidos"
"2866","4. TIJUANA","02_1324","URBANA","B1",711,711,"panistas","4. TIJUANA URBANA panistas"
"2867","4. TIJUANA","02_1324","URBANA","C1",711,711,"panistas","4. TIJUANA URBANA panistas"
"2868","4. TIJUANA","02_1325","URBANA","B1",488,487,"panistas","4. TIJUANA URBANA panistas"
"2869","4. TIJUANA","02_1325","URBANA","C1",487,487,"panistas","4. TIJUANA URBANA panistas"
"2870","4. TIJUANA","02_1326","URBANA","B1",628,628,"indefinidos","4. TIJUANA URBANA indefinidos"
"2871","4. TIJUANA","02_1326","URBANA","C1",628,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"2872","4. TIJUANA","02_1326","URBANA","C2",628,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"2873","4. TIJUANA","02_1326","URBANA","C3",628,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"2874","4. TIJUANA","02_1327","URBANA","B1",686,686,"indefinidos","4. TIJUANA URBANA indefinidos"
"2875","4. TIJUANA","02_1327","URBANA","C1",686,686,"indefinidos","4. TIJUANA URBANA indefinidos"
"2876","4. TIJUANA","02_1327","URBANA","C2",686,686,"indefinidos","4. TIJUANA URBANA indefinidos"
"2877","4. TIJUANA","02_1327","URBANA","C3",686,685,"indefinidos","4. TIJUANA URBANA indefinidos"
"2878","4. TIJUANA","02_1327","URBANA","C4",686,685,"indefinidos","4. TIJUANA URBANA indefinidos"
"2879","4. TIJUANA","02_1327","URBANA","C5",686,685,"indefinidos","4. TIJUANA URBANA indefinidos"
"2880","4. TIJUANA","02_1328","URBANA","B1",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2881","4. TIJUANA","02_1328","URBANA","C1",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2882","4. TIJUANA","02_1328","URBANA","C2",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2883","4. TIJUANA","02_1328","URBANA","C3",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2884","4. TIJUANA","02_1328","URBANA","C4",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2885","4. TIJUANA","02_1328","URBANA","C5",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2886","4. TIJUANA","02_1328","URBANA","C6",677,676,"morenistas","4. TIJUANA URBANA morenistas"
"2887","4. TIJUANA","02_1328","URBANA","C7",676,676,"morenistas","4. TIJUANA URBANA morenistas"
"2888","4. TIJUANA","02_1328","URBANA","C8",676,675,"morenistas","4. TIJUANA URBANA morenistas"
"2889","4. TIJUANA","02_1329","URBANA","B1",669,668,"morenistas","4. TIJUANA URBANA morenistas"
"2890","4. TIJUANA","02_1329","URBANA","C1",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2891","4. TIJUANA","02_1330","URBANA","B1",572,572,"morenistas","4. TIJUANA URBANA morenistas"
"2892","4. TIJUANA","02_1330","URBANA","C1",572,572,"morenistas","4. TIJUANA URBANA morenistas"
"2893","4. TIJUANA","02_1330","URBANA","C2",572,571,"morenistas","4. TIJUANA URBANA morenistas"
"2894","4. TIJUANA","02_1330","URBANA","C3",572,571,"morenistas","4. TIJUANA URBANA morenistas"
"2895","4. TIJUANA","02_1331","URBANA","B1",687,687,"morenistas","4. TIJUANA URBANA morenistas"
"2896","4. TIJUANA","02_1331","URBANA","C1",687,686,"morenistas","4. TIJUANA URBANA morenistas"
"2897","4. TIJUANA","02_1332","URBANA","B1",518,517,"panistas","4. TIJUANA URBANA panistas"
"2898","4. TIJUANA","02_1332","URBANA","C1",517,517,"panistas","4. TIJUANA URBANA panistas"
"2899","4. TIJUANA","02_1333","URBANA","B1",403,403,"panistas","4. TIJUANA URBANA panistas"
"2900","4. TIJUANA","02_1333","URBANA","C1",403,402,"panistas","4. TIJUANA URBANA panistas"
"2901","4. TIJUANA","02_1334","URBANA","B1",427,427,"indefinidos","4. TIJUANA URBANA indefinidos"
"2902","4. TIJUANA","02_1334","URBANA","C1",426,426,"indefinidos","4. TIJUANA URBANA indefinidos"
"2903","4. TIJUANA","02_1335","URBANA","B1",727,727,"indefinidos","4. TIJUANA URBANA indefinidos"
"2904","4. TIJUANA","02_1335","URBANA","C1",727,726,"indefinidos","4. TIJUANA URBANA indefinidos"
"2905","4. TIJUANA","02_1348","URBANA","B1",744,744,"morenistas","4. TIJUANA URBANA morenistas"
"2906","4. TIJUANA","02_1348","URBANA","C1",744,744,"morenistas","4. TIJUANA URBANA morenistas"
"2907","4. TIJUANA","02_1348","URBANA","C2",744,744,"morenistas","4. TIJUANA URBANA morenistas"
"2908","4. TIJUANA","02_1348","URBANA","C3",743,743,"morenistas","4. TIJUANA URBANA morenistas"
"2909","4. TIJUANA","02_1349","URBANA","B1",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2910","4. TIJUANA","02_1349","URBANA","C1",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2911","4. TIJUANA","02_1349","URBANA","C2",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2912","4. TIJUANA","02_1349","URBANA","C3",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2913","4. TIJUANA","02_1349","URBANA","C4",668,667,"morenistas","4. TIJUANA URBANA morenistas"
"2914","4. TIJUANA","02_1349","URBANA","C5",667,666,"morenistas","4. TIJUANA URBANA morenistas"
"2915","4. TIJUANA","02_1349","URBANA","C6",667,666,"morenistas","4. TIJUANA URBANA morenistas"
"2916","4. TIJUANA","02_1412","URBANA","B1",564,563,"indefinidos","4. TIJUANA URBANA indefinidos"
"2917","4. TIJUANA","02_1412","URBANA","C1",563,563,"indefinidos","4. TIJUANA URBANA indefinidos"
"2918","4. TIJUANA","02_1412","URBANA","C2",563,562,"indefinidos","4. TIJUANA URBANA indefinidos"
"2919","4. TIJUANA","02_1413","URBANA","B1",743,742,"morenistas","4. TIJUANA URBANA morenistas"
"2920","4. TIJUANA","02_1413","URBANA","C1",743,742,"morenistas","4. TIJUANA URBANA morenistas"
"2921","4. TIJUANA","02_1413","URBANA","C2",742,741,"morenistas","4. TIJUANA URBANA morenistas"
"2922","4. TIJUANA","02_1419","URBANA","B1",593,593,"indefinidos","4. TIJUANA URBANA indefinidos"
"2923","4. TIJUANA","02_1419","URBANA","C1",593,593,"indefinidos","4. TIJUANA URBANA indefinidos"
"2924","4. TIJUANA","02_1419","URBANA","C2",593,593,"indefinidos","4. TIJUANA URBANA indefinidos"
"2925","4. TIJUANA","02_1420","URBANA","B1",625,624,"indefinidos","4. TIJUANA URBANA indefinidos"
"2926","4. TIJUANA","02_1420","URBANA","C1",624,623,"indefinidos","4. TIJUANA URBANA indefinidos"
"2927","4. TIJUANA","02_2064","URBANA","B1",574,573,"indefinidos","4. TIJUANA URBANA indefinidos"
"2928","4. TIJUANA","02_2064","URBANA","C1",573,572,"indefinidos","4. TIJUANA URBANA indefinidos"
"2929","4. TIJUANA","02_2064","URBANA","C2",573,572,"indefinidos","4. TIJUANA URBANA indefinidos"
"2930","4. TIJUANA","02_2064","URBANA","C3",573,572,"indefinidos","4. TIJUANA URBANA indefinidos"
"2931","4. TIJUANA","02_2065","URBANA","B1",594,592,"indefinidos","4. TIJUANA URBANA indefinidos"
"2932","4. TIJUANA","02_2065","URBANA","C1",593,592,"indefinidos","4. TIJUANA URBANA indefinidos"
"2933","4. TIJUANA","02_2065","URBANA","C2",593,592,"indefinidos","4. TIJUANA URBANA indefinidos"
"2934","4. TIJUANA","02_2065","URBANA","C3",593,592,"indefinidos","4. TIJUANA URBANA indefinidos"
"2935","4. TIJUANA","02_2066","URBANA","B1",564,563,"indefinidos","4. TIJUANA URBANA indefinidos"
"2936","4. TIJUANA","02_2066","URBANA","C1",564,563,"indefinidos","4. TIJUANA URBANA indefinidos"
"2937","4. TIJUANA","02_2066","URBANA","C2",563,563,"indefinidos","4. TIJUANA URBANA indefinidos"
"2938","4. TIJUANA","02_2066","URBANA","C3",563,562,"indefinidos","4. TIJUANA URBANA indefinidos"
"2939","4. TIJUANA","02_2066","URBANA","S1",0,0,"indefinidos","4. TIJUANA URBANA indefinidos"
"2940","4. TIJUANA","02_2066","URBANA","S2",0,0,"indefinidos","4. TIJUANA URBANA indefinidos"
"2941","4. TIJUANA","02_2067","URBANA","B1",694,694,"indefinidos","4. TIJUANA URBANA indefinidos"
"2942","4. TIJUANA","02_2067","URBANA","C1",694,694,"indefinidos","4. TIJUANA URBANA indefinidos"
"2943","4. TIJUANA","02_2067","URBANA","C2",694,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2944","4. TIJUANA","02_2067","URBANA","C3",694,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2945","4. TIJUANA","02_2068","URBANA","B1",724,722,"indefinidos","4. TIJUANA URBANA indefinidos"
"2946","4. TIJUANA","02_2068","URBANA","C1",723,722,"indefinidos","4. TIJUANA URBANA indefinidos"
"2947","4. TIJUANA","02_2068","URBANA","C2",723,722,"indefinidos","4. TIJUANA URBANA indefinidos"
"2948","4. TIJUANA","02_2069","URBANA","B1",677,676,"indefinidos","4. TIJUANA URBANA indefinidos"
"2949","4. TIJUANA","02_2069","URBANA","C1",677,676,"indefinidos","4. TIJUANA URBANA indefinidos"
"2950","4. TIJUANA","02_2069","URBANA","C2",676,675,"indefinidos","4. TIJUANA URBANA indefinidos"
"2951","4. TIJUANA","02_2070","URBANA","B1",695,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2952","4. TIJUANA","02_2070","URBANA","C1",695,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2953","4. TIJUANA","02_2070","URBANA","C2",695,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2954","4. TIJUANA","02_2070","URBANA","C3",695,693,"indefinidos","4. TIJUANA URBANA indefinidos"
"2955","4. TIJUANA","02_2071","URBANA","B1",717,716,"indefinidos","4. TIJUANA URBANA indefinidos"
"2956","4. TIJUANA","02_2071","URBANA","C1",717,716,"indefinidos","4. TIJUANA URBANA indefinidos"
"2957","4. TIJUANA","02_2071","URBANA","C2",717,715,"indefinidos","4. TIJUANA URBANA indefinidos"
"2958","4. TIJUANA","02_2071","URBANA","C3",716,715,"indefinidos","4. TIJUANA URBANA indefinidos"
"2959","4. TIJUANA","02_2072","URBANA","B1",621,619,"indefinidos","4. TIJUANA URBANA indefinidos"
"2960","4. TIJUANA","02_2072","URBANA","C1",621,619,"indefinidos","4. TIJUANA URBANA indefinidos"
"2961","4. TIJUANA","02_2072","URBANA","C2",620,619,"indefinidos","4. TIJUANA URBANA indefinidos"
"2962","4. TIJUANA","02_2072","URBANA","C3",620,619,"indefinidos","4. TIJUANA URBANA indefinidos"
"2963","4. TIJUANA","02_2073","URBANA","B1",661,661,"indefinidos","4. TIJUANA URBANA indefinidos"
"2964","4. TIJUANA","02_2073","URBANA","C1",661,660,"indefinidos","4. TIJUANA URBANA indefinidos"
"2965","4. TIJUANA","02_2073","URBANA","C2",661,660,"indefinidos","4. TIJUANA URBANA indefinidos"
"2966","4. TIJUANA","02_2074","URBANA","B1",732,732,"indefinidos","4. TIJUANA URBANA indefinidos"
"2967","4. TIJUANA","02_2074","URBANA","C1",732,732,"indefinidos","4. TIJUANA URBANA indefinidos"
"2968","4. TIJUANA","02_2074","URBANA","C2",732,731,"indefinidos","4. TIJUANA URBANA indefinidos"
"2969","4. TIJUANA","02_2074","URBANA","C3",731,731,"indefinidos","4. TIJUANA URBANA indefinidos"
"2970","4. TIJUANA","02_2126","URBANA","B1",700,698,"indefinidos","4. TIJUANA URBANA indefinidos"
"2971","4. TIJUANA","02_2126","URBANA","C1",700,698,"indefinidos","4. TIJUANA URBANA indefinidos"
"2972","4. TIJUANA","02_2126","URBANA","C2",700,698,"indefinidos","4. TIJUANA URBANA indefinidos"
"2973","4. TIJUANA","02_2126","URBANA","C3",700,697,"indefinidos","4. TIJUANA URBANA indefinidos"
"2974","4. TIJUANA","02_2127","URBANA","B1",656,655,"indefinidos","4. TIJUANA URBANA indefinidos"
"2975","4. TIJUANA","02_2127","URBANA","C1",655,655,"indefinidos","4. TIJUANA URBANA indefinidos"
"2976","4. TIJUANA","02_2127","URBANA","C2",655,655,"indefinidos","4. TIJUANA URBANA indefinidos"
"2977","4. TIJUANA","02_2127","URBANA","C3",655,655,"indefinidos","4. TIJUANA URBANA indefinidos"
"2978","4. TIJUANA","02_2128","URBANA","B1",592,591,"indefinidos","4. TIJUANA URBANA indefinidos"
"2979","4. TIJUANA","02_2128","URBANA","C1",591,591,"indefinidos","4. TIJUANA URBANA indefinidos"
"2980","4. TIJUANA","02_2129","URBANA","B1",662,661,"indefinidos","4. TIJUANA URBANA indefinidos"
"2981","4. TIJUANA","02_2129","URBANA","C1",662,661,"indefinidos","4. TIJUANA URBANA indefinidos"
"2982","4. TIJUANA","02_2129","URBANA","C2",662,660,"indefinidos","4. TIJUANA URBANA indefinidos"
"2983","4. TIJUANA","02_2129","URBANA","C3",661,660,"indefinidos","4. TIJUANA URBANA indefinidos"
"2984","4. TIJUANA","02_2159","URBANA","B1",628,626,"indefinidos","4. TIJUANA URBANA indefinidos"
"2985","4. TIJUANA","02_2159","URBANA","C1",627,625,"indefinidos","4. TIJUANA URBANA indefinidos"
"2986","4. TIJUANA","02_2159","URBANA","C2",627,625,"indefinidos","4. TIJUANA URBANA indefinidos"
"2987","4. TIJUANA","02_2160","URBANA","B1",530,530,"indefinidos","4. TIJUANA URBANA indefinidos"
"2988","4. TIJUANA","02_2160","URBANA","C1",530,530,"indefinidos","4. TIJUANA URBANA indefinidos"
"2989","4. TIJUANA","02_2160","URBANA","C2",530,529,"indefinidos","4. TIJUANA URBANA indefinidos"
"2990","4. TIJUANA","02_0735","URBANA","B1",621,619,"panistas","4. TIJUANA URBANA panistas"
"2991","4. TIJUANA","02_0735","URBANA","C1",621,619,"panistas","4. TIJUANA URBANA panistas"
"2992","4. TIJUANA","02_0735","URBANA","C2",620,618,"panistas","4. TIJUANA URBANA panistas"
"2993","4. TIJUANA","02_0735","URBANA","C3",620,618,"panistas","4. TIJUANA URBANA panistas"
"2994","4. TIJUANA","02_0736","URBANA","B1",741,739,"indefinidos","4. TIJUANA URBANA indefinidos"
"2995","4. TIJUANA","02_0736","URBANA","C1",741,739,"indefinidos","4. TIJUANA URBANA indefinidos"
"2996","4. TIJUANA","02_0737","URBANA","B1",586,585,"panistas","4. TIJUANA URBANA panistas"
"2997","4. TIJUANA","02_0737","URBANA","C1",585,584,"panistas","4. TIJUANA URBANA panistas"
"2998","4. TIJUANA","02_0738","URBANA","B1",516,516,"indefinidos","4. TIJUANA URBANA indefinidos"
"2999","4. TIJUANA","02_0738","URBANA","C1",516,515,"indefinidos","4. TIJUANA URBANA indefinidos"
"3000","4. TIJUANA","02_0739","URBANA","B1",542,541,"panistas","4. TIJUANA URBANA panistas"
"3001","4. TIJUANA","02_0739","URBANA","C1",542,540,"panistas","4. TIJUANA URBANA panistas"
"3002","4. TIJUANA","02_0739","URBANA","C2",541,540,"panistas","4. TIJUANA URBANA panistas"
"3003","4. TIJUANA","02_0740","URBANA","B1",714,712,"panistas","4. TIJUANA URBANA panistas"
"3004","4. TIJUANA","02_0740","URBANA","C1",714,712,"panistas","4. TIJUANA URBANA panistas"
"3005","4. TIJUANA","02_0741","URBANA","B1",665,664,"panistas","4. TIJUANA URBANA panistas"
